country,points,price,province,title,variety,winery
US,87,25,Washington,Tsillan Cellars 2006 Estate-Barrel Select Chardonnay (Columbia Valley (WA)),Chardonnay,Tsillan Cellars
US,91,25,California,Cuvaison 2013 Estate Grown Chardonnay (Carneros),Chardonnay,Cuvaison
US,90,25,California,Hahn 2014 SLH Chardonnay (Santa Lucia Highlands),Chardonnay,Hahn
US,88,25,California,Friedeman 2013 Dichotomy Chardonnay (Russian River Valley),Chardonnay,Friedeman
US,87,25,California,Foppiano 2015 Estate Chardonnay (Russian River Valley),Chardonnay,Foppiano
US,87,25,California,Hanna 2014 Estate Grown Chardonnay (Russian River Valley),Chardonnay,Hanna
US,87,25,Washington,Dunham 2014 Shirley Mays Chardonnay (Columbia Valley (WA)),Chardonnay,Dunham
US,90,25,California,Landmark 2015 Overlook Chardonnay (Sonoma County),Chardonnay,Landmark
US,91,25,Washington,Chateau Ste. Michelle 2012 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle
US,92,25,Oregon,Durant 2013 Raven Chardonnay (Dundee Hills),Chardonnay,Durant
US,88,25,Washington,Dunham 2015 Shirley Mays Lewis Estate Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Dunham
US,92,25,California,Wrights Station 2014 Unoaked Chardonnay (Santa Cruz Mountains),Chardonnay,Wrights Station
US,90,25,California,Chateau St. Jean 2013 Belle Terre Vineyard Chardonnay (Alexander Valley),Chardonnay,Chateau St. Jean
US,88,25,Washington,Columbia Winery 2013 Limited Release Chardonnay (Yakima Valley),Chardonnay,Columbia Winery
US,87,25,California,Martin Ranch 2013 J.D. Hurley Griva Vineyard Chardonnay (Arroyo Seco),Chardonnay,Martin Ranch
US,90,25,California,Ruby Hill Winery 2012 Reserve Collection Chardonnay (Livermore Valley),Chardonnay,Ruby Hill Winery
US,84,24,California,Vino Vargas 2013 Olé Chardonnay (Central Coast),Chardonnay,Vino Vargas
US,92,24,California,Wolff 2014 Old Vines Chardonnay (Edna Valley),Chardonnay,Wolff
US,89,24,Oregon,Phelps Creek 2007 Celilo Vineyard Chardonnay (Columbia Gorge (OR)),Chardonnay,Phelps Creek
US,89,24,Washington,Columbia Crest 2014 Reserve Estate Unoaked Chardonnay (Columbia Valley (WA)),Chardonnay,Columbia Crest
US,92,24,California,Melville 2013 Verna's Vineyard Chardonnay (Santa Barbara County),Chardonnay,Melville
US,91,24,Washington,Dunham 2011 Shirley Mays Lewis Estate Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Dunham
US,85,24,California,City Winery Chicago 2013 Elevated Chardonnay Chardonnay (North Coast),Chardonnay,City Winery Chicago
US,91,24,California,Riverbench 2015 Bedrock Chardonnay (Santa Maria Valley),Chardonnay,Riverbench
US,88,24,Oregon,Left Coast Cellars 2012 Truffle Hill Chardonnay (Willamette Valley),Chardonnay,Left Coast Cellars
US,87,24,Washington,Longship 2016 Luck Dragon Chardonnay (Columbia Valley (WA)),Chardonnay,Longship
US,92,24,California,Lusso Della Terra 2014 Clone 809 Chardonnay (Sonoma Coast),Chardonnay,Lusso Della Terra
US,92,24,Oregon,Seven of Hearts 2009 Crawford Beck Vineyard Chardonnay (Eola-Amity Hills),Chardonnay,Seven of Hearts
US,86,24,California,Eberle 2015 Estate Vineyard Chardonnay (Paso Robles),Chardonnay,Eberle
US,90,24,Oregon,Phelps Creek 2008 Celilo Vineyard Chardonnay (Columbia Gorge (OR)),Chardonnay,Phelps Creek
US,89,24,California,R2 2011 Big Bend Chardonnay (Carneros),Chardonnay,R2
US,88,24,California,Cima Collina 2013 Chula Vina Chardonnay (Monterey County),Chardonnay,Cima Collina
US,86,24,Oregon,Longplay 2010 Lia's Vineyard Jory Slope Chardonnay (Chehalem Mountains),Chardonnay,Longplay
US,88,24,Oregon,Iris Vineyards 2013 After Dinner Chardonnay (Oregon),Chardonnay,Iris Vineyards
US,92,24,California,Lusso Della Terra 2014 Clone 809 Chardonnay (Sonoma Coast),Chardonnay,Lusso Della Terra
US,87,24,California,Gibbs 2012 Terroir NV Block Chardonnay (Napa Valley),Chardonnay,Gibbs
US,89,24,California,R2 2011 Big Bend Chardonnay (Carneros),Chardonnay,R2
US,86,24,Washington,Jacob Williams 2012 Celilo Vineyard Chardonnay (Columbia Gorge (WA)),Chardonnay,Jacob Williams
US,88,24,California,Balverne 2014 Estate Grown Chardonnay (Russian River Valley),Chardonnay,Balverne
US,89,24,California,Mercy 2013 Riverbed Chardonnay (Arroyo Seco),Chardonnay,Mercy
US,87,24,Oregon,Melrose 2011 Estate Grown Chardonnay (Umpqua Valley),Chardonnay,Melrose
US,85,24,California,Wood Family Vineyards 2011 Para Mas Amigas Chardonnay (Livermore Valley),Chardonnay,Wood Family Vineyards
US,90,24,Oregon,Phelps Creek 2008 Celilo Vineyard Chardonnay (Columbia Gorge (OR)),Chardonnay,Phelps Creek
US,91,24,California,Center of Effort 2015 Effort Chardonnay (Edna Valley),Chardonnay,Center of Effort
US,90,24,Washington,Dunham 2012 Shirley Mays Chardonnay (Columbia Valley (WA)),Chardonnay,Dunham
US,89,24,California,Perry Creek 2013 Altitude 2401 Chardonnay (El Dorado),Chardonnay,Perry Creek
US,90,24,Oregon,Left Coast Cellars 2014 Truffle Hill Chardonnay (Willamette Valley),Chardonnay,Left Coast Cellars
US,90,24,California,Mahoney 2014 Gavin Vineyard Chardonnay (Carneros),Chardonnay,Mahoney
US,86,24,Oregon,Longplay 2010 Lia's Vineyard Jory Slope Chardonnay (Chehalem Mountains),Chardonnay,Longplay
US,88,24,Oregon,Iris Vineyards 2014 Aroha Vineyard Chardonnay (Umpqua Valley),Chardonnay,Iris Vineyards
US,87,24,California,Clos La Chance 2014 Whisper Chardonnay (Monterey County),Chardonnay,Clos La Chance
US,90,24,California,Hooker 2014 Breakaway Chardonnay (Knights Valley),Chardonnay,Hooker
US,92,24,Washington,Barrage Cellars 2011 Nuclear Blonde Chardonnay (Yakima Valley),Chardonnay,Barrage Cellars
US,89,24,California,Mercy 2012 Riverbed Chardonnay (Arroyo Seco),Chardonnay,Mercy
US,92,24,California,Rubino Estates Winery 2015 Riserva Collection Chardonnay (Livermore Valley),Chardonnay,Rubino Estates Winery
US,89,24,Washington,Columbia Crest 2014 Reserve Estate Unoaked Chardonnay (Columbia Valley (WA)),Chardonnay,Columbia Crest
US,93,24,California,Center of Effort 2014 Effort Chardonnay (Edna Valley),Chardonnay,Center of Effort
US,90,24,California,Mahoney 2014 Gavin Vineyard Chardonnay (Carneros),Chardonnay,Mahoney
US,88,23,Washington,Milbrandt 2009 Evergreen Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Milbrandt
US,92,23,California,Testarossa 2012 Cuvée Los Gatos Chardonnay (Monterey County),Chardonnay,Testarossa
US,89,23,Washington,Novelty Hill 2011 Stillwater Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Novelty Hill
US,89,23,Washington,Milbrandt 2012 The Estates Chardonnay (Ancient Lakes),Chardonnay,Milbrandt
US,89,23,California,Landmark 2012 Overlook Chardonnay (Sonoma County-Monterey County-Santa Barbara County),Chardonnay,Landmark
US,89,23,Washington,Novelty Hill 2015 Stillwater Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Novelty Hill
US,91,23,Washington,Novelty Hill 2012 Stillwater Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Novelty Hill
US,85,23,California,Testarossa 2014 Cuvée 107 Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,88,23,California,Talbott 2015 Kali Hart Chardonnay (Monterey),Chardonnay,Talbott
US,91,23,California,Force of Nature 2013 Murmur Vineyard Chardonnay (Santa Barbara County),Chardonnay,Force of Nature
US,88,23,Washington,Milbrandt 2009 Evergreen Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Milbrandt
US,83,23,New York,Macari 2005 Barrel Fermented Reserve Chardonnay (North Fork of Long Island),Chardonnay,Macari
US,88,23,California,Testarossa 2013 Cuvee Los Gatos Chardonnay (Monterey County),Chardonnay,Testarossa
US,88,23,Oregon,Fullerton 2014 Three Otters Chardonnay (Willamette Valley),Chardonnay,Fullerton
US,87,23,California,Gallo of Sonoma 1999 Laguna Vineyard Chardonnay (Russian River Valley),Chardonnay,Gallo of Sonoma
US,85,23,New York,Macari 2007 Reserve Barrel Fermented Chardonnay (North Fork of Long Island),Chardonnay,Macari
US,88,23,Washington,Novelty Hill 2013 Stillwater Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Novelty Hill
US,88,23,California,Testarossa 2013 Cuvee Los Gatos Chardonnay (Monterey County),Chardonnay,Testarossa
US,89,23,California,Cru 2014 Vineyard Montage Chardonnay (Monterey County),Chardonnay,Cru
US,84,23,California,Mill Creek 2013 Unoaked Chardonnay (Dry Creek Valley),Chardonnay,Mill Creek
US,88,23,California,Talbott 2014 Kali Hart Chardonnay (Monterey),Chardonnay,Talbott
US,90,23,California,Lafond 2015 SRH Chardonnay (Sta. Rita Hills),Chardonnay,Lafond
US,92,22,California,Le P'tit Paysan 2013 Jack's Hill Chardonnay (Monterey County),Chardonnay,Le P'tit Paysan
US,85,22,Oregon,Amalie Robert 2010 Her Silhouette Chardonnay (Willamette Valley),Chardonnay,Amalie Robert
US,85,22,California,Custard 2013 Comfort Wine Chardonnay (Sonoma Valley),Chardonnay,Custard
US,89,22,Washington,Chateau Ste. Michelle 2012 Canoe Ridge Estate Chardonnay (Horse Heaven Hills),Chardonnay,Chateau Ste. Michelle
US,89,22,California,Matchbook 2013 The Arsonist Chardonnay (Dunnigan Hills),Chardonnay,Matchbook
US,88,22,California,Morgan 2013 Metallico Un-Oaked Chardonnay (Monterey),Chardonnay,Morgan
US,89,22,California,Kendall-Jackson 2014 Grand Reserve Chardonnay (Central Coast),Chardonnay,Kendall-Jackson
US,92,22,California,Lava Cap 2015 Reserve Chardonnay (El Dorado),Chardonnay,Lava Cap
US,89,22,Washington,Chateau Ste. Michelle 2011 Canoe Ridge Estate Chardonnay (Horse Heaven Hills),Chardonnay,Chateau Ste. Michelle
US,85,22,New York,Peconic Bay Winery 2007 La Barrique Chardonnay (North Fork of Long Island),Chardonnay,Peconic Bay Winery
US,90,22,Oregon,Amalie Robert 2011 Her Silhouette Chardonnay (Willamette Valley),Chardonnay,Amalie Robert
US,87,22,Washington,Three Rivers 2014 Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Three Rivers
US,91,22,California,Sanford 2013 Flor de Campo Chardonnay (Santa Barbara County),Chardonnay,Sanford
US,88,22,California,Markham 2014 Estate Grown Chardonnay (Napa Valley),Chardonnay,Markham
US,90,22,California,Pali 2015 Charm Acres Chardonnay (Sonoma County),Chardonnay,Pali
US,90,22,California,Gloria Ferrer NV Blanc de Blancs Chardonnay (Carneros),Chardonnay,Gloria Ferrer
US,89,22,California,Rancho Sisquoc 2016 Flood Family Vineyards Chardonnay (Santa Barbara County),Chardonnay,Rancho Sisquoc
US,83,22,Oregon,Willamette Valley Vineyards 1999 Estate Vineyard Chardonnay (Willamette Valley),Chardonnay,Willamette Valley Vineyards
US,87,22,California,Materra Cunat Family Vineyards 2012 Estate Grown Chardonnay (Oak Knoll District),Chardonnay,Materra Cunat Family Vineyards
US,84,22,New York,Peconic Bay Winery 2007 Steel fermented Chardonnay (North Fork of Long Island),Chardonnay,Peconic Bay Winery
US,86,22,California,Carmel Road 2014 Unoaked Chardonnay (Monterey),Chardonnay,Carmel Road
US,90,22,California,Matchbook 2015 The Arsonist Chardonnay (Dunnigan Hills),Chardonnay,Matchbook
US,91,22,California,Cambria 2013 Katherine's Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Cambria
US,88,22,Oregon,Anam Cara 2013 Nicholas Estate Chardonnay (Chehalem Mountains),Chardonnay,Anam Cara
US,88,22,Washington,Chateau Ste. Michelle 2014 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle
US,87,22,California,EOS 2013 Reserve Chardonnay (Santa Ynez Valley),Chardonnay,EOS
US,90,22,California,Mount Eden Vineyards 2014 Old Vine Chardonnay (Edna Valley),Chardonnay,Mount Eden Vineyards
US,88,22,California,Fritz 2000 Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,Fritz
US,88,22,California,Cambria 2015 Benchbreak Chardonnay (Santa Maria Valley),Chardonnay,Cambria
US,93,22,Washington,Novelty Hill 2010 Stillwater Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Novelty Hill
US,86,22,Washington,Swiftwater Cellars 2011 Zephyr Ridge Estate Bottled Chardonnay (Horse Heaven Hills),Chardonnay,Swiftwater Cellars
US,87,22,California,Materra Cunat Family Vineyards 2012 Estate Grown Chardonnay (Oak Knoll District),Chardonnay,Materra Cunat Family Vineyards
US,88,22,California,Morgan 2014 Metallico Un-Oaked Chardonnay (Monterey),Chardonnay,Morgan
US,90,22,Oregon,J. Christopher 2012 Cuvée Lunatique Chardonnay (Willamette Valley),Chardonnay,J. Christopher
US,90,22,California,Matchbook 2015 The Arsonist Chardonnay (Dunnigan Hills),Chardonnay,Matchbook
US,89,22,California,Wood Family Vineyards 2009 Para Mas Amigas Chardonnay (Livermore Valley),Chardonnay,Wood Family Vineyards
US,91,22,Oregon,Amalie Robert 2014 Her Silhouette Chardonnay (Willamette Valley),Chardonnay,Amalie Robert
US,88,22,California,Rodney Strong 2015 Estate Vineyards Chardonnay (Chalk Hill),Chardonnay,Rodney Strong
US,86,22,California,Eberle 2013 Eberle Estate Vineyard Chardonnay (Paso Robles),Chardonnay,Eberle
US,86,22,California,Eberle 2013 Eberle Estate Vineyard Chardonnay (Paso Robles),Chardonnay,Eberle
US,91,22,Oregon,Amalie Robert 2015 Her Silhouette Chardonnay (Willamette Valley),Chardonnay,Amalie Robert
US,87,22,Washington,Browne Family Vineyards 2016 Heritage Chardonnay (Columbia Valley (WA)),Chardonnay,Browne Family Vineyards
US,89,22,Washington,Chateau Ste. Michelle 2012 Canoe Ridge Estate Chardonnay (Horse Heaven Hills),Chardonnay,Chateau Ste. Michelle
US,88,22,California,Eberle 2014 Eberle Estate Vineyard Chardonnay (Paso Robles),Chardonnay,Eberle
US,90,22,California,Trig Point 2013 Signpost Chardonnay (Sonoma Coast),Chardonnay,Trig Point
US,88,22,Oregon,Valley View 2014 Anna Maria Chardonnay (Applegate Valley),Chardonnay,Valley View
US,91,22,California,Gloria Ferrer NV Blanc de Blancs Chardonnay (Carneros),Chardonnay,Gloria Ferrer
US,91,22,Washington,Sightglass 2016 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Sightglass
US,90,22,California,Le P'tit Paysan 2012 Jack's Hill Chardonnay (Monterey County),Chardonnay,Le P'tit Paysan
US,89,22,Washington,Swiftwater Cellars 2015 Zephyr Ridge Estate Bottled Chardonnay (Horse Heaven Hills),Chardonnay,Swiftwater Cellars
US,87,22,California,Hearst Ranch 2013 Glacier Ridge Chardonnay (Santa Lucia Highlands),Chardonnay,Hearst Ranch
US,89,22,Washington,Milbrandt 2014 The Estates Evergreen Vineyard Chardonnay (Ancient Lakes),Chardonnay,Milbrandt
US,90,22,California,Kenwood 2015 Six Ridges Chardonnay (Russian River Valley),Chardonnay,Kenwood
US,91,22,Oregon,Amalie Robert 2015 Her Silhouette Chardonnay (Willamette Valley),Chardonnay,Amalie Robert
US,86,22,California,Napa Cellars 2014 Classic Collection Chardonnay (Napa Valley),Chardonnay,Napa Cellars
US,92,22,Oregon,Amalie Robert 2013 Her Silhouette Chardonnay (Willamette Valley),Chardonnay,Amalie Robert
US,87,22,Oregon,Anam Cara 2014 Nicholas Estate Chardonnay (Chehalem Mountains),Chardonnay,Anam Cara
US,90,22,Oregon,Amalie Robert 2012 Her Silhouette Chardonnay (Willamette Valley),Chardonnay,Amalie Robert
US,86,22,California,Napa Cellars 2014 Classic Collection Chardonnay (Napa Valley),Chardonnay,Napa Cellars
US,90,22,Oregon,Amalie Robert 2009 Her Silhouette Chardonnay (Willamette Valley),Chardonnay,Amalie Robert
US,86,22,Washington,Swiftwater Cellars 2011 Zephyr Ridge Estate Bottled Chardonnay (Horse Heaven Hills),Chardonnay,Swiftwater Cellars
US,88,22,California,Custard 2014 Comfort Wine Chardonnay (Sonoma Valley),Chardonnay,Custard
US,88,22,California,Kendall-Jackson 2013 Grand Reserve Chardonnay (Central Coast),Chardonnay,Kendall-Jackson
US,90,22,California,Hess 2015 Estate Grown Chardonnay (Napa Valley),Chardonnay,Hess
US,86,21,Washington,Kestrel 2016 Falcon Series Estate Chardonnay (Yakima Valley),Chardonnay,Kestrel
US,86,21,Washington,Kestrel 2015 Falcon Series Estate Chardonnay (Yakima Valley),Chardonnay,Kestrel
US,89,21,Washington,Ryan Patrick 2008 Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Ryan Patrick
US,86,21,California,Francis Ford Coppola 2013 Director's Cut Chardonnay (Russian River Valley),Chardonnay,Francis Ford Coppola
US,90,21,California,Tolosa 2012 No Oak Chardonnay (Central Coast),Chardonnay,Tolosa
US,89,20,California,Qupé 2015 Y Block Chardonnay (Santa Barbara County),Chardonnay,Qupé
US,84,20,California,Frei Brothers 2014 Reserve Chardonnay (Russian River Valley),Chardonnay,Frei Brothers
US,90,20,Oregon,Chehalem 2016 INOX Unoaked Chardonnay (Willamette Valley),Chardonnay,Chehalem
US,82,20,New York,Standing Stone 2005 Reserve Chardonnay (Finger Lakes),Chardonnay,Standing Stone
US,89,20,Washington,Chateau Ste. Michelle 2005 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle
US,85,20,California,Concannon 2010 Reserve Chardonnay (Livermore Valley),Chardonnay,Concannon
US,90,20,Washington,Ryan Patrick 2013 Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Ryan Patrick
US,90,20,California,Krutz 2013 Magnolia Inspiration Vineyard Chardonnay (Russian River Valley),Chardonnay,Krutz
US,89,20,California,L'Oliveto 2014 Barrel Fermented Chardonnay (Russian River Valley),Chardonnay,L'Oliveto
US,87,20,California,Ironstone 2013 Reserve Estate Grown Chardonnay (Sierra Foothills),Chardonnay,Ironstone
US,88,20,Washington,Swiftwater Cellars 2013 Zephyr Ridge Chardonnay (Horse Heaven Hills),Chardonnay,Swiftwater Cellars
US,93,20,California,Jax 2015 Y3 Chardonnay (Napa Valley),Chardonnay,Jax
US,88,20,Washington,Columbia Crest 2008 Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Columbia Crest
US,87,20,New York,Lamoreaux Landing 2006 Estate Bottled Reserve Chardonnay (Finger Lakes),Chardonnay,Lamoreaux Landing
US,83,20,California,Naggiar 2014 Della Casa Chardonnay (Sonoma County),Chardonnay,Naggiar
US,86,20,California,Highway 12 2013 Nueva Carneros Highway Chardonnay (Carneros),Chardonnay,Highway 12
US,91,20,California,Bogle 2014 Reserve Chardonnay (Clarksburg),Chardonnay,Bogle
US,88,20,Washington,Airfield Estates 2008 Reserve Chardonnay (Yakima Valley),Chardonnay,Airfield Estates
US,86,20,New York,Lamoreaux Landing 2007 Estate Bottled Reserve Chardonnay (Finger Lakes),Chardonnay,Lamoreaux Landing
US,84,20,New York,Comtesse Thérèse 2007 Russian Oak Chardonnay (North Fork of Long Island),Chardonnay,Comtesse Thérèse
US,89,20,California,Talbott 2013 Kali Hart Chardonnay (Monterey),Chardonnay,Talbott
US,85,20,Oregon,Willamette Valley Vineyards 2010 Dijon Clone Chardonnay (Willamette Valley),Chardonnay,Willamette Valley Vineyards
US,87,20,Washington,Thomas O'Neil Cellars 2010 Fahrenheit 100 Chardonnay (Columbia Valley (WA)),Chardonnay,Thomas O'Neil Cellars
US,87,20,California,Michel-Schlumberger 2013 La Brume Chardonnay (Dry Creek Valley),Chardonnay,Michel-Schlumberger
US,87,20,Washington,Bergevin Lane 2012 She-Devil Chardonnay (Columbia Valley (WA)),Chardonnay,Bergevin Lane
US,85,20,Oregon,Fullerton 2015 Three Otters Chardonnay (Willamette Valley),Chardonnay,Fullerton
US,91,20,Oregon,J. Christopher 2011 Cuvée Lunatique Chardonnay (Willamette Valley),Chardonnay,J. Christopher
US,81,20,Oregon,Château Bianca 2000 Winery Estate Reserve Chardonnay (Willamette Valley),Chardonnay,Château Bianca
US,91,20,Washington,Rulo 2009 Birch Creek Vineyard Chardonnay (Walla Walla Valley (WA)),Chardonnay,Rulo
US,86,20,New York,Chateau Lafayette Reneau 2006 Proprietor's Reserve Barrel Fermented Chardonnay (Finger Lakes),Chardonnay,Chateau Lafayette Reneau
US,89,20,California,Qupé 2015 Y Block Chardonnay (Santa Barbara County),Chardonnay,Qupé
US,91,20,California,Qupé 2014 Y Block Chardonnay (Santa Barbara County),Chardonnay,Qupé
US,90,20,Washington,Chateau Ste. Michelle 2013 Mimi Chardonnay (Horse Heaven Hills),Chardonnay,Chateau Ste. Michelle
US,88,20,California,Dry Creek Vineyard 2011 Foggy Oaks Chardonnay (Russian River Valley),Chardonnay,Dry Creek Vineyard
US,91,20,California,Sea Monster 2013 Los Alamos Vineyard Chardonnay (Santa Barbara County),Chardonnay,Sea Monster
